"Airradians_TranscriptID","blastxEval_CvirgTranscriptID","blastxEval_CvirgProteinID","blastxEval_CvirgGeneID","meanLength","blastxEval_CvirgGOterms"
"evm.model.Contig0.8","XM_022482790.1","LOC111134025","guanylyl cyclase GC-E-like",1118,"GO:0006464;GO:0007165;GO:0009058;GO:0016301;GO:0016829;GO:0034641;GO:0043167;GO:0044281"
"evm.model.Contig0.80","XM_022433250.1","LOC111101030","histone deacetylase 8-like",471,"GO:0005654;GO:0006464;GO:0016810;GO:0032991;GO:0051276"
"evm.model.Contig0.81","XM_022488872.1",NA,NA,NA,NA
"evm.model.Contig0.84","XM_022477965.1","LOC111130742","probable gamma-butyrobetaine dioxygenase",452,"GO:0016491"
"evm.model.Contig0.85","XM_022488561.1","LOC111137207","potassium voltage-gated channel subfamily C member 3-like",454,"GO:0005886;GO:0022857;GO:0032991;GO:0065003"
"evm.model.Contig0.86","XM_022488561.1","LOC111137207","potassium voltage-gated channel subfamily C member 3-like",454,"GO:0005886;GO:0022857;GO:0032991;GO:0065003"
"evm.model.Contig0.87","XM_022478730.1","LOC111131284","potassium voltage-gated channel subfamily C member 2-like",475,"GO:0005886;GO:0022857;GO:0032991;GO:0065003"
"evm.model.Contig0.88","XM_022437818.1","LOC111104083","alcohol dehydrogenase [acceptor]-like",582,"GO:0016491;GO:0043167"
"evm.model.Contig0.89","XM_022433776.1","LOC111101328","guanine nucleotide exchange factor for Rab-3A-like",425,"GO:0008150;GO:0019899"
"evm.model.Contig0.9","XM_022436215.1","LOC111103157","glycoprotein 3-alpha-L-fucosyltransferase A-like",391,"GO:0005575;GO:0006464;GO:0009058;GO:0016757"
"evm.model.Contig0.91","XM_022438951.1","LOC111104813","PR domain zinc finger protein 13-like",392,"GO:0003674"
"evm.model.Contig0.92","XM_022437286.1",NA,NA,NA,NA
"evm.model.Contig0.94","XM_022437283.1","LOC111103802","amiloride-sensitive amine oxidase [copper-containing]-like",938,"GO:0016491;GO:0043167"
"evm.model.Contig0.95","XM_022437952.1","LOC111104154","adrenodoxin, mitochondrial-like",136.5,"GO:0016491"
"evm.model.Contig0.96","XM_022435046.1","LOC111102361","rho GTPase-activating protein 20-like",1465.91666666667,"GO:0007165;GO:0019899"
"evm.model.Contig0.96","XM_022435046.1","LOC111102361","rho GTPase-activating protein 20-like",1465.91666666667,"GO:0007165"
"evm.model.Contig0.97","XM_022438768.1","LOC111104689","spondin-1-like",810.333333333333,"GO:0030234"
"evm.model.Contig0.98","XM_022435503.1","LOC111102669","uncharacterized protein C11orf65 homolog",486,"GO:0003674"
"evm.model.Contig10.1","XM_022476082.1","LOC111129625","uncharacterized",5123,"GO:0003674;GO:0006810"
"evm.model.Contig10.2","XM_022476078.1",NA,NA,NA,NA
"evm.model.Contig10028.1","XM_022444394.1","LOC111108476","xanthine dehydrogenase/oxidase-like",1257.6,"GO:0016491;GO:0043167"
"evm.model.Contig100283.1","XM_022469627.1","LOC111125634","titin-like",4025.875,"GO:0003674"
"evm.model.Contig100283.1","XM_022469627.1","LOC111125634","titin-like",4025.875,"GO:0007165;GO:0019899"
"evm.model.Contig1003.11","XM_022457459.1","LOC111118139","diphosphoinositol polyphosphate phosphohydrolase 1-like",164,"GO:0003674"
"evm.model.Contig1003.13","XM_022457952.1","LOC111118459","ADP-ribosylation factor-related protein 1-like",202,"GO:0043167"
"evm.model.Contig1003.14","XM_022463657.1","LOC111122099","minor histocompatibility antigen H13-like",365,"GO:0005575;GO:0008233"
"evm.model.Contig1003.15","XM_022460438.1","LOC111119873","forkhead box protein D3-like",443,"GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig1003.18","XM_022434046.1","LOC111101522","very low-density lipoprotein receptor-like",115,"GO:0003674"
"evm.model.Contig1003.2","XM_022458389.1","LOC111118776","zinc finger SWIM domain-containing protein 6-like",1218,"GO:0043167"
"evm.model.Contig1003.3","XM_022435934.1","LOC111102974","DNA-directed RNA polymerases I, II, and III subunit RPABC1",210,"GO:0003677;GO:0005730;GO:0009058;GO:0016779;GO:0034641;GO:0044281"
"evm.model.Contig1003.4.1","XM_022460911.1","LOC111120183","glutathione peroxidase-like",172,"GO:0006790;GO:0006950;GO:0016491;GO:0034641;GO:0051186"
"evm.model.Contig1003.6","XM_022458269.1","LOC111118694","nucleoredoxin-like protein 2",215,"GO:0042592;GO:0050877"
"evm.model.Contig1003.7","XM_022463004.1","LOC111121647","DNA ligase 4-like",924,"GO:0003677;GO:0006259;GO:0006950;GO:0009058;GO:0016874;GO:0043167"
"evm.model.Contig1003.8","XM_022458141.1","LOC111118597","metalloendopeptidase OMA1, mitochondrial-like",441,"GO:0008233"
"evm.model.Contig1004.11","XM_022464084.1","LOC111122347","clavesin-2-like",321,"GO:0005768;GO:0005794;GO:0008150;GO:0008289;GO:0043167"
"evm.model.Contig1004.13","XM_022441536.1","LOC111106737","cadherin-23-like",1491,"GO:0005886;GO:0007155;GO:0043167"
"evm.model.Contig1004.17","XM_022441647.1","LOC111106821","E3 ubiquitin/ISG15 ligase TRIM25-like",628,"GO:0043167"
"evm.model.Contig1004.18","XM_022445750.1","LOC111109574","long-chain-fatty-acid--CoA ligase-like",563,"GO:0003674"
"evm.model.Contig1004.19","XM_022431543.1","LOC111099992","acyl-CoA synthetase family member 2, mitochondrial-like",549,"GO:0003674"
"evm.model.Contig1004.21","XM_022466889.1","LOC111124029","acyl-CoA synthetase family member 2, mitochondrial-like",567,"GO:0003674"
"evm.model.Contig1004.23","XM_022452339.1","LOC111114049","E3 ubiquitin/ISG15 ligase TRIM25-like",426,"GO:0043167"
"evm.model.Contig1004.24","XM_022478631.1","LOC111131211","uncharacterized",768,"GO:0043167"
"evm.model.Contig1004.27","XM_022452892.1","LOC111114545","tripartite motif-containing protein 59-like",632,"GO:0043167"
"evm.model.Contig1004.29","XM_022480114.1","LOC111132316","uncharacterized",611,"GO:0043167"
"evm.model.Contig1004.30","XM_022474774.1","LOC111128869","tripartite motif-containing protein 5-like",641,"GO:0043167"
"evm.model.Contig1004.31","XM_022440020.1",NA,NA,NA,NA
"evm.model.Contig1004.32","XM_022431397.1",NA,NA,NA,NA
"evm.model.Contig1004.34","XM_022468014.1","LOC111124813","nose resistant to fluoxetine protein 6-like",720,"GO:0016746"
"evm.model.Contig1004.35","XM_022440341.1","LOC111105882","argininosuccinate synthase-like",393.5,"GO:0006520;GO:0009058;GO:0016874;GO:0043167"
"evm.model.Contig1004.36","XM_022465248.1","LOC111123128","ras-specific guanine nucleotide-releasing factor RalGPS1-like",608.181818181818,"GO:0005622;GO:0007165;GO:0019899"
"evm.model.Contig1004.37","XM_022468584.1",NA,NA,NA,NA
"evm.model.Contig1004.38","XM_022468584.1",NA,NA,NA,NA
"evm.model.Contig1004.4","XM_022431137.1","LOC111099722","MAM and LDL-receptor class A domain-containing protein 1-like",9071.5,"GO:0003674;GO:0005575"
"evm.model.Contig1004.41","XM_022471228.1","LOC111126526","LIM homeobox transcription factor 1-beta.1-like",340,"GO:0003677;GO:0009058;GO:0034641"
"evm.model.Contig1004.5","XM_022448977.1",NA,NA,NA,NA
"evm.model.Contig1004.9","XM_022435697.1",NA,NA,NA,NA
"evm.model.Contig1005.1","XM_022462065.1","LOC111120984","protein mago nashi homolog 2",148,"GO:0005634;GO:0032991;GO:0034641"
"evm.model.Contig1005.10","XM_022435629.1",NA,NA,NA,NA
"evm.model.Contig1005.11_evm.model.Contig1005.15","XM_022459333.1",NA,NA,NA,NA
"evm.model.Contig1005.16","XM_022459680.1","LOC111119483","dihydropyrimidine dehydrogenase [NADP(+)]-like",1036,"GO:0005737;GO:0016491"
"evm.model.Contig1005.19","XM_022464054.1","LOC111122333","GPI mannosyltransferase 3-like",640,"GO:0005794;GO:0006464;GO:0006629;GO:0009058;GO:0016757;GO:0032991"
"evm.model.Contig1005.2","XM_022458859.1","LOC111119050","tyrosine-protein kinase transmembrane receptor Ror2-like",1111,"GO:0006464;GO:0016301;GO:0043167"
"evm.model.Contig1005.20","XM_022461864.1","LOC111120860","DNA excision repair protein ERCC-8-like",405,"GO:0003674"
"evm.model.Contig1005.21","XM_022461864.1","LOC111120860","DNA excision repair protein ERCC-8-like",405,"GO:0003674"
"evm.model.Contig1005.22","XR_002637600.1",NA,NA,NA,NA
"evm.model.Contig1005.23","XM_022444250.1","LOC111108398","multiple epidermal growth factor-like domains protein 10",607,"GO:0003674;GO:0005575;GO:0007165;GO:0016192"
"evm.model.Contig1005.24","XM_022458856.1",NA,NA,NA,NA
"evm.model.Contig1005.25.1","XM_022462403.1","LOC111121232","G2/M phase-specific E3 ubiquitin-protein ligase-like",444,"GO:0003674;GO:0006464"
"evm.model.Contig1005.27.2","XM_022461950.1",NA,NA,NA,NA
"evm.model.Contig1005.4","XM_022458859.1","LOC111119050","tyrosine-protein kinase transmembrane receptor Ror2-like",1111,"GO:0006464;GO:0016301;GO:0043167"
"evm.model.Contig1005.5","XM_022461617.1",NA,NA,NA,NA
"evm.model.Contig1005.6","XM_022463002.1","LOC111121646","transmembrane protein 14C-like",104,"GO:0005575"
"evm.model.Contig1005.7","XM_022461614.1","LOC111120695","p21-activated protein kinase-interacting protein 1-like",393,"GO:0003674"
"evm.model.Contig1005.8","XM_022461616.1","LOC111120696","tRNA selenocysteine 1-associated protein 1-like",292.5,"GO:0003674"
"evm.model.Contig1005.9","XM_022463407.1",NA,NA,NA,NA
"evm.model.Contig10051.1","XM_022444394.1","LOC111108476","xanthine dehydrogenase/oxidase-like",1257.6,"GO:0016491;GO:0043167"
"evm.model.Contig10051.2","XM_022474989.1",NA,NA,NA,NA
"evm.model.Contig1006.1","XM_022472246.1","LOC111127177","acid-sensing ion channel 1C-like",206,"GO:0005575;GO:0022857"
"evm.model.Contig1006.10","XM_022470396.1",NA,NA,NA,NA
"evm.model.Contig1006.13_evm.model.Contig1006.14_evm.model.Contig1006.12","XM_022475174.1","LOC111129087","uncharacterized",675,"GO:0003674;GO:0007165"
"evm.model.Contig1006.15","XM_022445040.1",NA,NA,NA,NA
"evm.model.Contig1006.16","XM_022440940.1",NA,NA,NA,NA
"evm.model.Contig1006.17","XM_022475174.1","LOC111129087","uncharacterized",675,"GO:0003674;GO:0007165"
"evm.model.Contig1006.19","XM_022471567.1",NA,NA,NA,NA
"evm.model.Contig1006.2","XM_022467363.1",NA,NA,NA,NA
"evm.model.Contig1006.20_evm.model.Contig1006.24","XM_022468588.1","LOC111125113","arginine--tRNA ligase, cytoplasmic-like",661,"GO:0005737;GO:0006399;GO:0006412;GO:0006520;GO:0016874;GO:0043167"
"evm.model.Contig1006.21","XM_022469467.1",NA,NA,NA,NA
"evm.model.Contig1006.26","XM_022457725.1",NA,NA,NA,NA
"evm.model.Contig1006.27","XM_022467531.1","LOC111124569","insulin-like growth factor-binding protein complex acid labile subunit",535,"GO:0003674"
"evm.model.Contig1006.39","XM_022468526.1","LOC111125070","calpain-15-like",1098,"GO:0005622;GO:0008233"
"evm.model.Contig1006.40","XM_022471169.1","LOC111126484","uncharacterized",428,"GO:0006629;GO:0009056;GO:0030234;GO:0034641"
"evm.model.Contig1006.41","XM_022470463.1","LOC111126070","uncharacterized",428,"GO:0006629;GO:0009056;GO:0030234;GO:0034641"
"evm.model.Contig1006.42","XM_022469901.1","LOC111125781","aminoacyl tRNA synthase complex-interacting multifunctional protein 1-like",312,"GO:0003723"
"evm.model.Contig1006.43","XM_022465171.1","LOC111123078","tripartite motif-containing protein 2-like",443,"GO:0003674"
"evm.model.Contig1006.44","XM_022471171.1","LOC111126486","low-density lipoprotein receptor-related protein 4-like",891,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig1006.46","XM_022459505.1","LOC111119392","ubiquitin carboxyl-terminal hydrolase 22-like",534,"GO:0006464;GO:0008233;GO:0009056;GO:0043167"
"evm.model.Contig1006.47","XM_022438553.1","LOC111104541","protocadherin Fat 4-like",900,"GO:0005886;GO:0007155;GO:0043167"
"evm.model.Contig1006.49","XM_022438553.1","LOC111104541","protocadherin Fat 4-like",900,"GO:0005886;GO:0007155;GO:0043167"
"evm.model.Contig1006.5","XM_022445040.1",NA,NA,NA,NA
"evm.model.Contig1006.7","XM_022465772.1",NA,NA,NA,NA
"evm.model.Contig1006.9","XM_022445189.1",NA,NA,NA,NA
"evm.model.Contig1008.1","XM_022469598.1","LOC111125619","uncharacterized",634,"GO:0003674"
"evm.model.Contig1008.10","XM_022466464.1",NA,NA,NA,NA
"evm.model.Contig1008.12","XM_022470025.1","LOC111125843","alpha-glucosidase-like",586,"GO:0003674;GO:0005975"
"evm.model.Contig1008.13","XM_022471981.1","LOC111127009","muscle-specific protein 20-like",207.5,"GO:0003674"
"evm.model.Contig1008.14_evm.model.Contig1008.15","XM_022461520.1","LOC111120646","WD repeat-containing protein on Y chromosome-like",1210.625,"GO:0043167"
"evm.model.Contig1008.19","XM_022470445.1","LOC111126054","structural maintenance of chromosomes protein 2-like",745.6,"GO:0005739;GO:0007005;GO:0009056"
"evm.model.Contig1008.2","XM_022457561.1","LOC111118222","beta-1,3-galactosyltransferase 5-like",403,"GO:0005575;GO:0006464;GO:0009058;GO:0016757"
"evm.model.Contig1008.21","XM_022471213.1","LOC111126515","myosin-3-like",1081,"GO:0005739;GO:0007005;GO:0009056"
"evm.model.Contig1008.24","XM_022469819.1","LOC111125739","myoneurin-like",1214,"GO:0003677"
"evm.model.Contig1008.25","XM_022475284.1","LOC111129136","tripartite motif-containing protein 2-like",684,"GO:0043167"
"evm.model.Contig1008.31","XM_022465208.1","LOC111123103","apoptosis-inducing factor 1, mitochondrial-like",609,"GO:0016491;GO:0043167"
"evm.model.Contig1008.32","XM_022464837.1",NA,NA,NA,NA
"evm.model.Contig1008.33","XM_022467686.1","LOC111124636","RNA-binding protein 41-like",383,"GO:0003674"
"evm.model.Contig1008.38","XM_022464643.1",NA,NA,NA,NA
"evm.model.Contig1008.4","XM_022471017.1","LOC111126405","ELMO domain-containing protein 2-like",311.166666666667,"GO:0030234"
"evm.model.Contig1008.40","XM_022460232.1","LOC111119762","neo-calmodulin-like",168,"GO:0043167"
"evm.model.Contig1008.41","XM_022436648.1","LOC111103394","dynein heavy chain 5, axonemal-like",4592.5,"GO:0005856;GO:0008150;GO:0032991;GO:0043167"
"evm.model.Contig1008.42","XM_022436648.1","LOC111103394","dynein heavy chain 5, axonemal-like",4592.5,"GO:0005856;GO:0008150;GO:0032991;GO:0043167"
"evm.model.Contig1008.5.1","XM_022469903.1","LOC111125783","uncharacterized",3686,"GO:0003674"
"evm.model.Contig1008.7","XM_022466025.1","LOC111123594","Krueppel-like factor 8",437,"GO:0003674"
"evm.model.Contig1008.8","XM_022485607.1","LOC111135489","dCTP pyrophosphatase 1-like",165,"GO:0003674;GO:0009058;GO:0034655;GO:0044281"
"evm.model.Contig1008.9","XM_022466464.1",NA,NA,NA,NA
"evm.model.Contig1009.1","XM_022467048.1","LOC111124187","guanine nucleotide-binding protein-like 1",582,"GO:0043167"
"evm.model.Contig1009.2","XM_022477508.1",NA,NA,NA,NA
"evm.model.Contig1009.3","XM_022468242.1","LOC111124933","uncharacterized",694.666666666667,"GO:0003674"
"evm.model.Contig1011.1","XM_022486773.1","LOC111136139","rhophilin-2-like",663,"GO:0003674;GO:0007165"
"evm.model.Contig101185.1","XM_022433628.1","LOC111101222","arylacetamide deacetylase-like",404,"GO:0003674;GO:0005575"
"evm.model.Contig1012.2","XM_022451990.1","LOC111113701","uncharacterized",756,"GO:0043167"
"evm.model.Contig1012.4","XM_022454012.1",NA,NA,NA,NA
"evm.model.Contig10128.1","XM_022474234.1",NA,NA,NA,NA
"evm.model.Contig1014.1","XM_022487008.1","LOC111136267","protein toll-like",1235,"GO:0003674;GO:0007165"
"evm.model.Contig1014.2","XM_022478282.1",NA,NA,NA,NA
"evm.model.Contig1014.3","XM_022432768.1","LOC111100683","transmembrane 9 superfamily member 2-like",656,"GO:0005575"
"evm.model.Contig1014.7","XM_022432511.1","LOC111100539","fibroblast growth factor 18-like",240.5,"GO:0003674;GO:0007165;GO:0008283;GO:0040007"
"evm.model.Contig101402.1","XM_022482580.1","LOC111133872","agmatinase, mitochondrial-like",334,"GO:0008150;GO:0016810;GO:0043167"
"evm.model.Contig1015.10","XM_022457932.1","LOC111118443","uncharacterized",512,"GO:0003674;GO:0007165"
"evm.model.Contig1015.11","XM_022459929.1","LOC111119600","sodium/calcium exchanger 2-like",849.555555555556,"GO:0005575;GO:0022857"
"evm.model.Contig1015.12","XM_022486558.1",NA,NA,NA,NA
"evm.model.Contig1015.13","XM_022473149.1",NA,NA,NA,NA
"evm.model.Contig1015.15","XM_022473149.1",NA,NA,NA,NA
"evm.model.Contig1015.16","XM_022473149.1",NA,NA,NA,NA
"evm.model.Contig1015.19","XM_022459099.1","LOC111119194","uncharacterized protein DDB_G0283357-like",1612.71428571429,"GO:0006464;GO:0008233"
"evm.model.Contig1015.20","XM_022468171.1","LOC111124901","histone H3.3",136,"GO:0003677;GO:0005694;GO:0032991"
"evm.model.Contig1015.23","XM_022460319.1","LOC111119817","bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4-like",883,"GO:0003674"
"evm.model.Contig1015.24","XM_022463983.1","LOC111122309","long-chain-fatty-acid--CoA ligase 5-like",681.5,"GO:0003674"
"evm.model.Contig1015.28","XM_022447987.1",NA,NA,NA,NA
"evm.model.Contig1015.29.1","XM_022457999.1","LOC111118493","paired box protein Pax-2-B-like",597,"GO:0003677;GO:0009058;GO:0034641"
"evm.model.Contig1015.32","XM_022456865.1",NA,NA,NA,NA
"evm.model.Contig1015.33.1","XM_022456885.1",NA,NA,NA,NA
"evm.model.Contig1015.34","XM_022457754.1","LOC111118348","40S ribosomal protein S15Aa",130,"GO:0003735;GO:0005840;GO:0006412;GO:0042254"
"evm.model.Contig1015.36","XM_022461026.1","LOC111120299","serine/threonine-protein kinase 31-like",1397,"GO:0006464;GO:0016301;GO:0043167"
"evm.model.Contig1015.39","XM_022463607.1","LOC111122064","ATPase family AAA domain-containing protein 1-like",383,"GO:0043167"
"evm.model.Contig1015.4","XM_022468171.1","LOC111124901","histone H3.3",136,"GO:0003677;GO:0005694;GO:0032991"
"evm.model.Contig1015.40","XM_022438553.1","LOC111104541","protocadherin Fat 4-like",900,"GO:0005886;GO:0007155;GO:0043167"
"evm.model.Contig1015.41","XM_022461017.1",NA,NA,NA,NA
"evm.model.Contig1015.45","XM_022459925.1","LOC111119596","caspase recruitment domain-containing protein 11-like",922.714285714286,"GO:0003674;GO:0008219"
"evm.model.Contig1015.46","XM_022457742.1",NA,NA,NA,NA
"evm.model.Contig1015.47","XM_022458421.1",NA,NA,NA,NA
"evm.model.Contig1015.48.2","XM_022458422.1",NA,NA,NA,NA
"evm.model.Contig1015.5","XM_022458939.1","LOC111119101","putative E3 ubiquitin-protein ligase UNKL",838.833333333333,"GO:0043167"
"evm.model.Contig1015.6","XM_022461966.1","LOC111120921","tuberin-like",1752.8,"GO:0005634;GO:0005829;GO:0007165;GO:0030234;GO:0032991"
"evm.model.Contig1016.1.1","XM_022450829.1","LOC111112940","mothers against decapentaplegic homolog 3-like",403.333333333333,"GO:0003700;GO:0005622;GO:0007165;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig1016.10","XM_022455850.1",NA,NA,NA,NA
"evm.model.Contig1016.11","XM_022486275.1",NA,NA,NA,NA
"evm.model.Contig1016.14","XM_022472280.1","LOC111127202","protein phosphatase methylesterase 1-like",377,"GO:0003674;GO:0006464"
"evm.model.Contig1016.15","XM_022468068.1",NA,NA,NA,NA
"evm.model.Contig1016.16","XM_022468051.1",NA,NA,NA,NA
"evm.model.Contig1016.17","XM_022468160.1",NA,NA,NA,NA
"evm.model.Contig1016.2","XM_022449899.1",NA,NA,NA,NA
"evm.model.Contig1016.22","XM_022465364.1",NA,NA,NA,NA
"evm.model.Contig1016.23","XM_022472142.1",NA,NA,NA,NA
"evm.model.Contig1016.24","XM_022466604.1","LOC111123905","exosome complex component RRP45-like",406.333333333333,"GO:0005622;GO:0032991;GO:0034641"
"evm.model.Contig1016.7","XM_022474967.1","LOC111128978","serine/threonine-protein kinase VRK1-like",483,"GO:0006464;GO:0016301;GO:0043167"
"evm.model.Contig1016.8","XM_022477558.1","LOC111130467","mitochondrial chaperone BCS1-like",420,"GO:0007005;GO:0043167;GO:0065003"
"evm.model.Contig1017.11","XM_022446055.1",NA,NA,NA,NA
"evm.model.Contig1017.13","XM_022478616.1","LOC111131197","carbohydrate sulfotransferase 9-like",419,"GO:0003674;GO:0005575;GO:0005975;GO:0009058"
"evm.model.Contig1017.14","XM_022472550.1","LOC111127391","BAG family molecular chaperone regulator 1-like",206,"GO:0003674"
"evm.model.Contig1017.15","XM_022464521.1","LOC111122664","CST complex subunit TEN1-like",112.5,"GO:0000228;GO:0003677;GO:0032991"
"evm.model.Contig1017.16","XM_022471579.1","LOC111126744","ubiquitin carboxyl-terminal hydrolase 2-like",608,"GO:0006464;GO:0008233;GO:0009056"
"evm.model.Contig1017.17","XM_022436648.1","LOC111103394","dynein heavy chain 5, axonemal-like",4592.5,"GO:0005856;GO:0008150;GO:0032991;GO:0043167"
"evm.model.Contig1017.18","XM_022449387.1",NA,NA,NA,NA
"evm.model.Contig1017.19","XM_022479379.1","LOC111131722","uncharacterized",547,"GO:0003674;GO:0005575;GO:0007165"
