"TranscriptID","ProteinID","GeneID"
"XM_022430772.1","disks large homolog 1-like","LOC111099483"
"XM_022430773.1","disks large homolog 1-like","LOC111099483"
"XM_022430774.1","disks large homolog 1-like","LOC111099483"
"XM_022430775.1","zinc finger protein Aiolos-like","LOC111099481"
"XM_022430776.1","disks large homolog 1-like","LOC111099483"
"XM_022430777.1","T-complex protein 1 subunit beta-like","LOC111099484"
"XM_022430778.1","mannan polymerase complex subunit mnn9-like","LOC111099485"
"XM_022430779.1","uncharacterized","LOC111099486"
"XM_022430780.1","uncharacterized","LOC111099486"
"XM_022430781.1","uncharacterized","LOC111099486"
"XM_022430782.1","uncharacterized","LOC111099486"
"XM_022430783.1","uncharacterized","LOC111099486"
"XM_022430784.1","zinc finger protein Aiolos-like","LOC111099481"
"XM_022430785.1","uncharacterized","LOC111099486"
"XM_022430786.1","uncharacterized","LOC111099486"
"XM_022430787.1","uncharacterized","LOC111099489"
"XM_022430788.1","5'-nucleotidase-like","LOC111099490"
"XM_022430789.1","5'-nucleotidase-like","LOC111099490"
"XM_022430790.1","scavenger receptor class F member 1-like","LOC111099491"
"XM_022430791.1","zinc finger protein Aiolos-like","LOC111099481"
"XM_022430792.1","scavenger receptor class F member 1-like","LOC111099491"
"XM_022430793.1","cystatin-A-like","LOC111099493"
"XM_022430794.1","uncharacterized","LOC111099494"
"XM_022430795.1","uncharacterized","LOC111099495"
"XM_022430796.1","probable hydrolase PNKD","LOC111099496"
"XM_022430797.1","probable hydrolase PNKD","LOC111099496"
"XM_022430798.1","zinc finger protein Aiolos-like","LOC111099481"
"XM_022430799.1","uncharacterized","LOC111099497"
"XM_022430800.1","myeloperoxidase-like","LOC111099498"
"XM_022430801.1","myeloperoxidase-like","LOC111099498"
"XM_022430802.1","uncharacterized","LOC111099499"
"XM_022430803.1","uncharacterized","LOC111099500"
"XM_022430804.1","uncharacterized","LOC111099501"
"XM_022430805.1","uncharacterized","LOC111099501"
"XM_022430806.1","uncharacterized","LOC111099501"
"XM_022430807.1","uncharacterized","LOC111099501"
"XM_022430808.1","transcription factor Sox-14-like","LOC111099503"
"XM_022430809.1","RNA-binding protein EWS-like","LOC111099504"
"XM_022430810.1","RNA-binding protein EWS-like","LOC111099504"
"XM_022430811.1","bifunctional purine biosynthesis protein PURH-like","LOC111099502"
"XM_022430812.1","RNA-binding protein EWS-like","LOC111099504"
"XM_022430813.1","RNA-binding protein EWS-like","LOC111099504"
"XM_022430814.1","testis-expressed protein 36-like","LOC111099506"
"XM_022430815.1","testis-expressed protein 36-like","LOC111099506"
"XM_022430816.1","uncharacterized","LOC111099507"
"XM_022430817.1","uncharacterized","LOC111099508"
"XM_022430818.1","uncharacterized","LOC111099508"
"XM_022430819.1","uncharacterized","LOC111099510"
"XM_022430820.1","transmembrane protein 246-like","LOC111099511"
"XM_022430821.1","transmembrane protein 246-like","LOC111099511"
"XM_022430822.1","uncharacterized","LOC111099509"
"XM_022430823.1","uncharacterized","LOC111099513"
"XM_022430824.1","E3 ubiquitin-protein ligase TRIM33-like","LOC111099514"
"XM_022430825.1","uncharacterized","LOC111099515"
"XM_022430826.1","uncharacterized","LOC111099515"
"XM_022430827.1","uncharacterized","LOC111099515"
"XM_022430828.1","von Willebrand factor D and EGF domain-containing protein-like","LOC111099516"
"XM_022430829.1","uncharacterized","LOC111099517"
"XM_022430830.1","uncharacterized","LOC111099517"
"XM_022430831.1","vacuolar protein sorting-associated protein 13D-like","LOC111099519"
"XM_022430832.1","vacuolar protein sorting-associated protein 13D-like","LOC111099519"
"XM_022430833.1","uncharacterized","LOC111099521"
"XM_022430834.1","EGF-like domain-containing protein 2","LOC111099518"
"XM_022430835.1","uncharacterized","LOC111099522"
"XM_022430836.1","CD40 ligand-like","LOC111099523"
"XM_022430837.1","nuclear pore complex protein Nup107-like","LOC111099524"
"XM_022430838.1","uncharacterized","LOC111099526"
"XM_022430839.1","peptidoglycan-recognition protein SC2-like","LOC111099527"
"XM_022430840.1","uncharacterized","LOC111099528"
"XM_022430841.1","EGF-like domain-containing protein 2","LOC111099518"
"XM_022430842.1","CDK2-associated and cullin domain-containing protein 1-like","LOC111099531"
"XM_022430843.1","uncharacterized","LOC111099532"
"XM_022430844.1","uncharacterized","LOC111099532"
"XM_022430845.1","probable E3 ubiquitin-protein ligase TRIM8","LOC111099533"
"XM_022430846.1","extensin-like","LOC111099534"
"XM_022430847.1","uncharacterized","LOC111099535"
"XM_022430848.1","EGF-like domain-containing protein 2","LOC111099518"
"XM_022430849.1","uncharacterized","LOC111099536"
"XM_022430850.1","uncharacterized","LOC111099537"
"XM_022430851.1","uncharacterized","LOC111099537"
"XM_022430852.1","putative nuclease HARBI1","LOC111099539"
"XM_022430853.1","uncharacterized","LOC111099540"
"XM_022430854.1","EGF-like domain-containing protein 2","LOC111099518"
"XM_022430855.1","uncharacterized","LOC111099542"
"XM_022430856.1","uncharacterized","LOC111099542"
"XM_022430857.1","N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase-like","LOC111099543"
"XM_022430858.1","T-complex protein 1 subunit beta-like","LOC111099544"
"XM_022430859.1","uncharacterized","LOC111099545"
"XM_022430860.1","uncharacterized","LOC111099546"
"XM_022430861.1","uncharacterized","LOC111099547"
"XM_022430862.1","uncharacterized","LOC111099549"
"XM_022430863.1","uncharacterized","LOC111099549"
"XM_022430864.1","uncharacterized","LOC111099549"
"XM_022430865.1","kinesin-like protein KIF17","LOC111099548"
"XM_022430866.1","uncharacterized","LOC111099551"
"XM_022430867.1","uncharacterized","LOC111099551"
"XM_022430868.1","exodeoxyribonuclease-like","LOC111099552"
"XM_022430869.1","ankyrin repeat and protein kinase domain-containing protein 1-like","LOC111099553"
"XM_022430870.1","uncharacterized","LOC111099554"
"XM_022430871.1","uncharacterized","LOC111099555"
"XM_022430872.1","uncharacterized","LOC111099556"
"XM_022430873.1","uncharacterized","LOC111099558"
"XM_022430874.1","tripartite motif-containing protein 3-like","LOC111099559"
"XM_022430875.1","uncharacterized","LOC111099529"
"XM_022430876.1","choline/ethanolamine kinase-like","LOC111099557"
"XM_022430877.1","hemicentin-1-like","LOC111099563"
"XM_022430878.1","hemicentin-1-like","LOC111099563"
"XM_022430879.1","hemicentin-1-like","LOC111099563"
"XM_022430880.1","synaptogenesis protein syg-2-like","LOC111099564"
"XM_022430881.1","neurogenic locus notch homolog protein 1-like","LOC111099566"
"XM_022430882.1","neurogenic locus notch homolog protein 1-like","LOC111099566"
"XM_022430883.1","choline/ethanolamine kinase-like","LOC111099557"
"XM_022430884.1","uncharacterized","LOC111099567"
"XM_022430885.1","uncharacterized","LOC111099567"
"XM_022430886.1","serine protease inhibitor dipetalogastin-like","LOC111099569"
"XM_022430887.1","serine protease inhibitor dipetalogastin-like","LOC111099569"
"XM_022430888.1","heat shock 70 kDa protein 12A-like","LOC111099570"
"XM_022430889.1","histone RNA hairpin-binding protein-like","LOC111099571"
"XM_022430890.1","uncharacterized","LOC111099572"
"XM_022430891.1","uncharacterized","LOC111099572"
"XM_022430892.1","uncharacterized","LOC111099574"
"XM_022430893.1","26S proteasome non-ATPase regulatory subunit 2-like","LOC111099573"
"XM_022430894.1","uncharacterized","LOC111099577"
"XM_022430895.1","uncharacterized","LOC111099577"
"XM_022430896.1","mannan polymerase complex subunit mnn9-like","LOC111099578"
"XM_022430897.1","uncharacterized","LOC111099579"
"XM_022430898.1","uncharacterized","LOC111099579"
"XM_022430899.1","uncharacterized","LOC111099579"
"XM_022430900.1","uncharacterized","LOC111099581"
"XM_022430901.1","uncharacterized","LOC111099582"
"XM_022430902.1","cat eye syndrome critical region protein 2-like","LOC111099580"
"XM_022430903.1","uncharacterized","LOC111099583"
"XM_022430904.1","uncharacterized","LOC111099583"
"XM_022430905.1","uncharacterized","LOC111099583"
"XM_022430906.1","protoporphyrinogen oxidase-like","LOC111099584"
"XM_022430907.1","lys-63-specific deubiquitinase BRCC36-like","LOC111099585"
"XM_022430908.1","uncharacterized","LOC111099586"
"XM_022430909.1","uncharacterized","LOC111099587"
"XM_022430910.1","uncharacterized","LOC111099587"
"XM_022430911.1","cat eye syndrome critical region protein 2-like","LOC111099580"
"XM_022430912.1","uncharacterized","LOC111099587"
"XM_022430913.1","uncharacterized","LOC111099587"
"XM_022430914.1","uncharacterized","LOC111099587"
"XM_022430915.1","uncharacterized","LOC111099587"
"XM_022430916.1","speriolin-like protein","LOC111099588"
"XM_022430917.1","uncharacterized","LOC111099589"
"XM_022430918.1","uncharacterized","LOC111099590"
"XM_022430919.1","uncharacterized","LOC111099591"
"XM_022430920.1","cat eye syndrome critical region protein 2-like","LOC111099580"
"XM_022430921.1","uncharacterized","LOC111099591"
"XM_022430922.1","serine-rich adhesin for platelets-like","LOC111099592"
"XM_022430923.1","serine-rich adhesin for platelets-like","LOC111099592"
"XM_022430924.1","serine-rich adhesin for platelets-like","LOC111099592"
"XM_022430925.1","serine-rich adhesin for platelets-like","LOC111099592"
"XM_022430926.1","lysine-rich arabinogalactan protein 19-like","LOC111099593"
"XM_022430927.1","lysine-rich arabinogalactan protein 19-like","LOC111099593"
"XM_022430928.1","uncharacterized","LOC111099595"
"XM_022430929.1","uncharacterized","LOC111099596"
"XM_022430930.1","uncharacterized","LOC111099596"
"XM_022430931.1","uncharacterized","LOC111099596"
"XM_022430932.1","cat eye syndrome critical region protein 2-like","LOC111099594"
"XM_022430933.1","uncharacterized","LOC111099596"
"XM_022430934.1","transcription factor IIIB 50 kDa subunit-like","LOC111099597"
"XM_022430935.1","nucleoporin Nup43-like","LOC111099598"
"XM_022430936.1","uncharacterized protein DDB_G0279979-like","LOC111099600"
"XM_022430937.1","uncharacterized protein DDB_G0279979-like","LOC111099600"
"XM_022430938.1","uncharacterized protein DDB_G0279979-like","LOC111099600"
"XM_022430939.1","uncharacterized","LOC111099601"
"XM_022430940.1","cat eye syndrome critical region protein 2-like","LOC111099594"
"XM_022430941.1","uncharacterized","LOC111099601"
"XM_022430942.1","uncharacterized","LOC111099602"
"XM_022430943.1","uncharacterized","LOC111099602"
"XM_022430944.1","vacuolar protein sorting-associated protein 13A-like","LOC111099603"
"XM_022430945.1","vacuolar protein sorting-associated protein 13A-like","LOC111099603"
"XM_022430946.1","vacuolar protein sorting-associated protein 13A-like","LOC111099603"
"XM_022430947.1","vacuolar protein sorting-associated protein 13A-like","LOC111099603"
"XM_022430948.1","vacuolar protein sorting-associated protein 13A-like","LOC111099603"
"XM_022430949.1","vacuolar protein sorting-associated protein 13A-like","LOC111099603"
"XM_022430950.1","vacuolar protein sorting-associated protein 13A-like","LOC111099603"
"XM_022430951.1","vacuolar protein sorting-associated protein 13A-like","LOC111099603"
"XM_022430952.1","vacuolar protein sorting-associated protein 13A-like","LOC111099603"
"XM_022430953.1","vacuolar protein sorting-associated protein 13A-like","LOC111099603"
"XM_022430954.1","vacuolar protein sorting-associated protein 13A-like","LOC111099603"
"XM_022430955.1","uncharacterized","LOC111099604"
"XM_022430956.1","vacuolar protein sorting-associated protein 13A-like","LOC111099603"
"XM_022430957.1","vacuolar protein sorting-associated protein 13A-like","LOC111099603"
"XM_022430958.1","uncharacterized","LOC111099606"
"XM_022430959.1","C-type mannose receptor 2-like","LOC111099608"
"XM_022430960.1","uncharacterized","LOC111099609"
"XM_022430961.1","transcriptional coactivator YAP1-like","LOC111099610"
"XM_022430962.1","transcriptional coactivator YAP1-like","LOC111099610"
"XM_022430963.1","transcriptional coactivator YAP1-like","LOC111099610"
"XM_022430964.1","transcriptional coactivator YAP1-like","LOC111099610"
"XM_022430965.1","transcriptional coactivator YAP1-like","LOC111099610"
"XM_022430966.1","transcriptional coactivator YAP1-like","LOC111099610"
"XM_022430967.1","uncharacterized","LOC111099612"
"XM_022430968.1","uncharacterized","LOC111099612"
"XM_022430969.1","uncharacterized","LOC111099612"
"XM_022430970.1","sialomucin core protein 24-like","LOC111099613"
"XM_022430971.1","sialomucin core protein 24-like","LOC111099613"
"XM_022430972.1","uncharacterized","LOC111099615"
"XM_022430973.1","uncharacterized","LOC111099615"
"XM_022430974.1","uncharacterized","LOC111099615"
"XM_022430975.1","uncharacterized","LOC111099615"
"XM_022430976.1","translation initiation factor eIF-2B subunit delta-like","LOC111099614"
"XM_022430977.1","uncharacterized","LOC111099615"
"XM_022430978.1","uncharacterized","LOC111099615"
"XM_022430979.1","charged multivesicular body protein 2b-like","LOC111099617"
"XM_022430980.1","uncharacterized","LOC111099618"
"XM_022430981.1","endothelial cell-specific molecule 1-like","LOC111099619"
"XM_022430982.1","receptor-type tyrosine-protein phosphatase H-like","LOC111099620"
"XM_022430983.1","receptor-type tyrosine-protein phosphatase H-like","LOC111099620"
"XM_022430984.1","translation initiation factor eIF-2B subunit delta-like","LOC111099614"
"XM_022430985.1","cell wall protein DAN4-like","LOC111099621"
"XM_022430986.1","cytochrome P450 4F22-like","LOC111099622"
"XM_022430987.1","methionine--tRNA ligase, mitochondrial-like","LOC111099623"
"XM_022430988.1","cytoplasmic tRNA 2-thiolation protein 1-like","LOC111099625"
"XM_022430989.1","transmembrane protein 161B-like","LOC111099626"
"XM_022430990.1","uncharacterized","LOC111099627"
"XM_022430991.1","uncharacterized","LOC111099629"
"XM_022430992.1","tumor susceptibility gene 101 protein-like","LOC111099630"
"XM_022430993.1","uncharacterized","LOC111099631"
"XM_022430994.1","uncharacterized","LOC111099605"
"XM_022430995.1","uncharacterized","LOC111099628"
"XM_022430996.1","uncharacterized","LOC111099631"
"XM_022430997.1","uncharacterized","LOC111099632"
"XM_022430998.1","uncharacterized","LOC111099632"
"XM_022430999.1","Golgi-associated PDZ and coiled-coil motif-containing protein-like","LOC111099633"
"XM_022431000.1","uncharacterized","LOC111099634"
"XM_022431001.1","dual specificity protein phosphatase 14-like","LOC111099639"
"XM_022431002.1","dual specificity protein phosphatase 14-like","LOC111099639"
"XM_022431003.1","dual specificity protein phosphatase 14-like","LOC111099639"
"XM_022431004.1","dual specificity protein phosphatase 14-like","LOC111099639"
"XM_022431005.1","uncharacterized","LOC111099640"
"XM_022431006.1","uncharacterized","LOC111099641"
"XM_022431007.1","uncharacterized","LOC111099642"
"XM_022431008.1","uncharacterized","LOC111099642"
"XM_022431009.1","uncharacterized","LOC111099644"
"XM_022431010.1","uncharacterized","LOC111099646"
"XM_022431011.1","sulfotransferase 1C4-like","LOC111099643"
"XM_022431012.1","uncharacterized","LOC111099646"
"XM_022431013.1","probable ubiquitin carboxyl-terminal hydrolase MINDY-4","LOC111099648"
"XM_022431014.1","probable ubiquitin carboxyl-terminal hydrolase MINDY-4","LOC111099648"
"XM_022431015.1","glycoprotein 3-alpha-L-fucosyltransferase A-like","LOC111099650"
"XM_022431016.1","glycoprotein 3-alpha-L-fucosyltransferase A-like","LOC111099650"
"XM_022431017.1","mucin-22-like","LOC111099651"
"XM_022431018.1","THAP domain-containing protein 10-like","LOC111099653"
"XM_022431019.1","uncharacterized","LOC111099654"
"XM_022431020.1","probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial","LOC111099655"
"XM_022431021.1","probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial","LOC111099655"
"XM_022431022.1","sulfotransferase family cytosolic 1B member 1-like","LOC111099652"
"XM_022431023.1","probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial","LOC111099655"
"XM_022431024.1","uncharacterized","LOC111099656"
"XM_022431025.1","pyruvate dehydrogenase E1 component subunit alpha, mitochondrial-like","LOC111099657"
"XM_022431026.1","pyruvate dehydrogenase E1 component subunit alpha, mitochondrial-like","LOC111099658"
"XM_022431027.1","cytoplasmic tRNA 2-thiolation protein 1-like","LOC111099660"
"XM_022431028.1","zinc finger protein 177-like","LOC111099659"
"XM_022431029.1","uncharacterized","LOC111099663"
"XM_022431030.1","uncharacterized","LOC111099663"
"XM_022431031.1","uncharacterized","LOC111099663"
