"GeneID","TranscriptID","ProteinID","meanLength","Annotation_GO_ID"
"LOC111099481","XM_022430775.1","zinc finger protein Aiolos-like",379,"GO:0003674"
"LOC111099481","XM_022430791.1","zinc finger protein Aiolos-like",379,"GO:0003674"
"LOC111099481","XM_022430798.1","zinc finger protein Aiolos-like",379,"GO:0003674"
"LOC111099481","XM_022430784.1","zinc finger protein Aiolos-like",379,"GO:0003674"
"LOC111099483","XM_022430774.1","disks large homolog 1-like",828.25,"GO:0003674"
"LOC111099483","XM_022430772.1","disks large homolog 1-like",828.25,"GO:0003674"
"LOC111099483","XM_022430776.1","disks large homolog 1-like",828.25,"GO:0003674"
"LOC111099483","XM_022430773.1","disks large homolog 1-like",828.25,"GO:0003674"
"LOC111099484","XM_022430777.1","T-complex protein 1 subunit beta-like",530,"GO:0006457;GO:0043167;GO:0051082"
"LOC111099486","XM_022430786.1","uncharacterized",724.285714285714,"GO:0003674"
"LOC111099486","XM_022430780.1","uncharacterized",724.285714285714,"GO:0003674"
"LOC111099486","XM_022430783.1","uncharacterized",724.285714285714,"GO:0003674"
"LOC111099486","XM_022430785.1","uncharacterized",724.285714285714,"GO:0003674"
"LOC111099486","XM_022430779.1","uncharacterized",724.285714285714,"GO:0003674"
"LOC111099486","XM_022430782.1","uncharacterized",724.285714285714,"GO:0003674"
"LOC111099486","XM_022430781.1","uncharacterized",724.285714285714,"GO:0003674"
"LOC111099490","XM_022430788.1","5'-nucleotidase-like",573,"GO:0009058;GO:0034655;GO:0043167;GO:0044281"
"LOC111099490","XM_022430789.1","5'-nucleotidase-like",573,"GO:0009058;GO:0034655;GO:0043167;GO:0044281"
"LOC111099493","XM_022430793.1","cystatin-A-like",123,"GO:0005622;GO:0030234"
"LOC111099496","XM_022430796.1","probable hydrolase PNKD",322,"GO:0003674;GO:0009056;GO:0044281"
"LOC111099496","XM_022430797.1","probable hydrolase PNKD",322,"GO:0003674;GO:0009056;GO:0044281"
"LOC111099498","XM_022430801.1","myeloperoxidase-like",667,"GO:0006950;GO:0016491"
"LOC111099498","XM_022430800.1","myeloperoxidase-like",667,"GO:0006950;GO:0016491"
"LOC111099500","XM_022430803.1","uncharacterized",520,"GO:0003674;GO:0005575;GO:0006629;GO:0009058"
"LOC111099502","XM_022430811.1","bifunctional purine biosynthesis protein PURH-like",594,"GO:0005739;GO:0009058;GO:0016810;GO:0032991;GO:0034641;GO:0044281"
"LOC111099503","XM_022430808.1","transcription factor Sox-14-like",264,"GO:0009058;GO:0034641"
"LOC111099508","XM_022430817.1","uncharacterized",587,"GO:0043167"
"LOC111099508","XM_022430818.1","uncharacterized",587,"GO:0043167"
"LOC111099510","XM_022430819.1","uncharacterized",1709,"GO:0005575"
"LOC111099514","XM_022430824.1","E3 ubiquitin-protein ligase TRIM33-like",753,"GO:0043167"
"LOC111099519","XM_022430831.1","vacuolar protein sorting-associated protein 13D-like",4435,"GO:0003674"
"LOC111099519","XM_022430832.1","vacuolar protein sorting-associated protein 13D-like",4435,"GO:0003674"
"LOC111099522","XM_022430835.1","uncharacterized",259,"GO:0002376;GO:0003674;GO:0005575;GO:0007165"
"LOC111099523","XM_022430836.1","CD40 ligand-like",310,"GO:0002376;GO:0003674;GO:0005575;GO:0007165"
"LOC111099524","XM_022430837.1","nuclear pore complex protein Nup107-like",937,"GO:0005198;GO:0005635;GO:0032991"
"LOC111099527","XM_022430839.1","peptidoglycan-recognition protein SC2-like",198,"GO:0002376;GO:0005618;GO:0006950;GO:0009056;GO:0009058;GO:0016810;GO:0043167;GO:0071554"
"LOC111099531","XM_022430842.1","CDK2-associated and cullin domain-containing protein 1-like",276,"GO:0009056;GO:0019899"
"LOC111099533","XM_022430845.1","probable E3 ubiquitin-protein ligase TRIM8",630,"GO:0043167"
"LOC111099544","XM_022430858.1","T-complex protein 1 subunit beta-like",530,"GO:0006457;GO:0043167;GO:0051082"
"LOC111099545","XM_022430859.1","uncharacterized",750,"GO:0003674;GO:0005576;GO:0008150"
"LOC111099548","XM_022430865.1","kinesin-like protein KIF17",1096,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111099549","XM_022430862.1","uncharacterized",1310.33333333333,"GO:0003674"
"LOC111099549","XM_022430863.1","uncharacterized",1310.33333333333,"GO:0003674"
"LOC111099549","XM_022430864.1","uncharacterized",1310.33333333333,"GO:0003674"
"LOC111099552","XM_022430868.1","exodeoxyribonuclease-like",410,"GO:0003677;GO:0004518;GO:0005622;GO:0006259;GO:0006950"
"LOC111099553","XM_022430869.1","ankyrin repeat and protein kinase domain-containing protein 1-like",337,"GO:0003674;GO:0007165"
"LOC111099556","XM_022430872.1","uncharacterized",566,"GO:0043167"
"LOC111099557","XM_022430883.1","choline/ethanolamine kinase-like",388,"GO:0006629;GO:0009058;GO:0016301"
"LOC111099557","XM_022430876.1","choline/ethanolamine kinase-like",388,"GO:0006629;GO:0009058;GO:0016301"
"LOC111099558","XM_022430873.1","uncharacterized",566,"GO:0043167"
"LOC111099563","XM_022430878.1","hemicentin-1-like",757,"GO:0003674"
"LOC111099563","XM_022430879.1","hemicentin-1-like",757,"GO:0003674"
"LOC111099563","XM_022430877.1","hemicentin-1-like",757,"GO:0003674"
"LOC111099564","XM_022430880.1","synaptogenesis protein syg-2-like",456,"GO:0003674"
"LOC111099566","XM_022430882.1","neurogenic locus notch homolog protein 1-like",307,"GO:0043167"
"LOC111099566","XM_022430881.1","neurogenic locus notch homolog protein 1-like",307,"GO:0043167"
"LOC111099569","XM_022430886.1","serine protease inhibitor dipetalogastin-like",214,"GO:0003674"
"LOC111099569","XM_022430887.1","serine protease inhibitor dipetalogastin-like",214,"GO:0003674"
"LOC111099571","XM_022430889.1","histone RNA hairpin-binding protein-like",276,"GO:0003729"
"LOC111099572","XM_022430891.1","uncharacterized",451,"GO:0003674"
"LOC111099572","XM_022430890.1","uncharacterized",451,"GO:0003674"
"LOC111099573","XM_022430893.1","26S proteasome non-ATPase regulatory subunit 2-like",896,"GO:0005622;GO:0009056;GO:0030234;GO:0032991"
"LOC111099580","XM_022430902.1","cat eye syndrome critical region protein 2-like",566.333333333333,"GO:0000228;GO:0003674;GO:0032991;GO:0051276"
"LOC111099580","XM_022430920.1","cat eye syndrome critical region protein 2-like",566.333333333333,"GO:0000228;GO:0003674;GO:0032991;GO:0051276"
"LOC111099580","XM_022430911.1","cat eye syndrome critical region protein 2-like",566.333333333333,"GO:0000228;GO:0003674;GO:0032991;GO:0051276"
"LOC111099584","XM_022430906.1","protoporphyrinogen oxidase-like",471,"GO:0009058;GO:0016491;GO:0034641;GO:0051186"
"LOC111099585","XM_022430907.1","lys-63-specific deubiquitinase BRCC36-like",263,"GO:0005634;GO:0006259;GO:0006464;GO:0006950;GO:0008233;GO:0032991"
"LOC111099586","XM_022430908.1","uncharacterized",698,"GO:0003674"
"LOC111099592","XM_022430925.1","serine-rich adhesin for platelets-like",2976.75,"GO:0003674;GO:0005576;GO:0008150"
"LOC111099592","XM_022430923.1","serine-rich adhesin for platelets-like",2976.75,"GO:0003674;GO:0005576;GO:0008150"
"LOC111099592","XM_022430922.1","serine-rich adhesin for platelets-like",2976.75,"GO:0003674;GO:0005576;GO:0008150"
"LOC111099592","XM_022430924.1","serine-rich adhesin for platelets-like",2976.75,"GO:0003674;GO:0005576;GO:0008150"
"LOC111099597","XM_022430934.1","transcription factor IIIB 50 kDa subunit-like",512,"GO:0009058;GO:0034641;GO:0065003"
"LOC111099598","XM_022430935.1","nucleoporin Nup43-like",379,"GO:0003674;GO:0005635;GO:0032991"
"LOC111099601","XM_022430939.1","uncharacterized",554,"GO:0043167"
"LOC111099601","XM_022430941.1","uncharacterized",554,"GO:0043167"
"LOC111099610","XM_022430963.1","transcriptional coactivator YAP1-like",451.333333333333,"GO:0003674"
"LOC111099610","XM_022430964.1","transcriptional coactivator YAP1-like",451.333333333333,"GO:0003674"
"LOC111099610","XM_022430962.1","transcriptional coactivator YAP1-like",451.333333333333,"GO:0003674"
"LOC111099610","XM_022430961.1","transcriptional coactivator YAP1-like",451.333333333333,"GO:0003674"
"LOC111099610","XM_022430966.1","transcriptional coactivator YAP1-like",451.333333333333,"GO:0003674"
"LOC111099610","XM_022430965.1","transcriptional coactivator YAP1-like",451.333333333333,"GO:0003674"
"LOC111099612","XM_022430967.1","uncharacterized",435.333333333333,"GO:0003674;GO:0007165"
"LOC111099612","XM_022430969.1","uncharacterized",435.333333333333,"GO:0003674;GO:0007165"
"LOC111099612","XM_022430968.1","uncharacterized",435.333333333333,"GO:0003674;GO:0007165"
"LOC111099614","XM_022430984.1","translation initiation factor eIF-2B subunit delta-like",502,"GO:0008150"
"LOC111099614","XM_022430976.1","translation initiation factor eIF-2B subunit delta-like",502,"GO:0008150"
"LOC111099617","XM_022430979.1","charged multivesicular body protein 2b-like",210,"GO:0007034"
"LOC111099620","XM_022430983.1","receptor-type tyrosine-protein phosphatase H-like",574,"GO:0006464;GO:0006520;GO:0016791"
"LOC111099620","XM_022430982.1","receptor-type tyrosine-protein phosphatase H-like",574,"GO:0006464;GO:0006520;GO:0016791"
"LOC111099622","XM_022430986.1","cytochrome P450 4F22-like",512,"GO:0016491;GO:0043167"
"LOC111099623","XM_022430987.1","methionine--tRNA ligase, mitochondrial-like",545,"GO:0006399;GO:0006412;GO:0006520;GO:0006790;GO:0016874;GO:0043167"
"LOC111099625","XM_022430988.1","cytoplasmic tRNA 2-thiolation protein 1-like",389,"GO:0003723;GO:0006399"
"LOC111099630","XM_022430992.1","tumor susceptibility gene 101 protein-like",241,"GO:0006464;GO:0006810"
"LOC111099633","XM_022430999.1","Golgi-associated PDZ and coiled-coil motif-containing protein-like",461,"GO:0003674;GO:0005794;GO:0016192"
"LOC111099634","XM_022431000.1","uncharacterized",304,"GO:0003674"
"LOC111099639","XM_022431002.1","dual specificity protein phosphatase 14-like",184.5,"GO:0006464;GO:0006520;GO:0016791"
"LOC111099639","XM_022431003.1","dual specificity protein phosphatase 14-like",184.5,"GO:0006464;GO:0006520;GO:0016791"
"LOC111099639","XM_022431004.1","dual specificity protein phosphatase 14-like",184.5,"GO:0006464;GO:0006520;GO:0016791"
"LOC111099639","XM_022431001.1","dual specificity protein phosphatase 14-like",184.5,"GO:0006464;GO:0006520;GO:0016791"
"LOC111099643","XM_022431011.1","sulfotransferase 1C4-like",277,"GO:0003674"
"LOC111099650","XM_022431015.1","glycoprotein 3-alpha-L-fucosyltransferase A-like",398.5,"GO:0005575;GO:0006464;GO:0009058;GO:0016757"
"LOC111099650","XM_022431016.1","glycoprotein 3-alpha-L-fucosyltransferase A-like",398.5,"GO:0005575;GO:0006464;GO:0009058;GO:0016757"
"LOC111099652","XM_022431022.1","sulfotransferase family cytosolic 1B member 1-like",232,"GO:0003674"
"LOC111099653","XM_022431018.1","THAP domain-containing protein 10-like",159,"GO:0003674"
"LOC111099655","XM_022431021.1","probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial",428.333333333333,"GO:0016491"
"LOC111099655","XM_022431020.1","probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial",428.333333333333,"GO:0016491"
"LOC111099655","XM_022431023.1","probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial",428.333333333333,"GO:0016491"
"LOC111099656","XM_022431024.1","uncharacterized",436,"GO:0003674"
"LOC111099657","XM_022431025.1","pyruvate dehydrogenase E1 component subunit alpha, mitochondrial-like",388,"GO:0005737;GO:0005975;GO:0006091;GO:0006520;GO:0006790;GO:0009056;GO:0009058;GO:0016491;GO:0032991;GO:0034641;GO:0043226;GO:0051186"
"LOC111099658","XM_022431026.1","pyruvate dehydrogenase E1 component subunit alpha, mitochondrial-like",91,"GO:0016491"
"LOC111099659","XM_022431039.1","zinc finger protein 177-like",682,"GO:0003674"
"LOC111099659","XM_022431048.1","zinc finger protein 177-like",682,"GO:0003674"
"LOC111099659","XM_022431028.1","zinc finger protein 177-like",682,"GO:0003674"
"LOC111099660","XM_022431027.1","cytoplasmic tRNA 2-thiolation protein 1-like",390,"GO:0003723;GO:0006399"
"LOC111099664","XM_022431040.1","nuclear pore complex protein Nup205-like",415,"GO:0005635;GO:0032991"
"LOC111099665","XM_022431041.1","ankyrin-3-like",532,"GO:0003674"
"LOC111099666","XM_022431042.1","ATP-dependent RNA helicase eIF4A-like",448,"GO:0043167"
"LOC111099668","XM_022431056.1","orexin receptor type 2-like",386,"GO:0003674;GO:0005575;GO:0007165"
"LOC111099668","XM_022431055.1","orexin receptor type 2-like",386,"GO:0003674;GO:0005575;GO:0007165"
"LOC111099669","XM_022431057.1","orexin receptor type 2-like",383,"GO:0003674;GO:0005575;GO:0007165"
"LOC111099674","XM_022431065.1","probable E3 ubiquitin-protein ligase MID2",409,"GO:0043167"
"LOC111099674","XM_022431064.1","probable E3 ubiquitin-protein ligase MID2",409,"GO:0043167"
"LOC111099674","XM_022431066.1","probable E3 ubiquitin-protein ligase MID2",409,"GO:0043167"
"LOC111099678","XM_022431089.1","natural resistance-associated macrophage protein 2-like",525,"GO:0005575;GO:0022857"
"LOC111099678","XM_022431080.1","natural resistance-associated macrophage protein 2-like",525,"GO:0005575;GO:0022857"
"LOC111099678","XM_022431071.1","natural resistance-associated macrophage protein 2-like",525,"GO:0005575;GO:0022857"
"LOC111099684","XM_022431076.1","5'-nucleotidase-like",579,"GO:0009058;GO:0034655;GO:0043167;GO:0044281"
"LOC111099684","XM_022431075.1","5'-nucleotidase-like",579,"GO:0009058;GO:0034655;GO:0043167;GO:0044281"
"LOC111099687","XM_022431082.1","cytochrome P450 4F22-like",512,"GO:0016491;GO:0043167"
"LOC111099690","XM_022431088.1","GDP-L-fucose synthase-like",318,"GO:0009058;GO:0016491;GO:0034641;GO:0044281"
"LOC111099692","XM_022431098.1","leucine-rich repeat and calponin homology domain-containing protein 2-like",955.818181818182,"GO:0003674"
"LOC111099692","XM_022431091.1","leucine-rich repeat and calponin homology domain-containing protein 2-like",955.818181818182,"GO:0003674"
"LOC111099692","XM_022431100.1","leucine-rich repeat and calponin homology domain-containing protein 2-like",955.818181818182,"GO:0003674"
"LOC111099692","XM_022431096.1","leucine-rich repeat and calponin homology domain-containing protein 2-like",955.818181818182,"GO:0003674"
"LOC111099692","XM_022431101.1","leucine-rich repeat and calponin homology domain-containing protein 2-like",955.818181818182,"GO:0003674"
"LOC111099692","XM_022431099.1","leucine-rich repeat and calponin homology domain-containing protein 2-like",955.818181818182,"GO:0003674"
"LOC111099692","XM_022431097.1","leucine-rich repeat and calponin homology domain-containing protein 2-like",955.818181818182,"GO:0003674"
"LOC111099692","XM_022431094.1","leucine-rich repeat and calponin homology domain-containing protein 2-like",955.818181818182,"GO:0003674"
"LOC111099692","XM_022431092.1","leucine-rich repeat and calponin homology domain-containing protein 2-like",955.818181818182,"GO:0003674"
"LOC111099692","XM_022431095.1","leucine-rich repeat and calponin homology domain-containing protein 2-like",955.818181818182,"GO:0003674"
"LOC111099692","XM_022431093.1","leucine-rich repeat and calponin homology domain-containing protein 2-like",955.818181818182,"GO:0003674"
"LOC111099693","XM_022431103.1","histone-lysine N-methyltransferase 2C-like",3668,"GO:0005654;GO:0006464;GO:0008168;GO:0032991"
"LOC111099694","XM_022431102.1","uncharacterized",308,"GO:0003677;GO:0006259"
"LOC111099696","XM_022431106.1","transmembrane and TPR repeat-containing protein 3-like",849.333333333333,"GO:0003674"
"LOC111099696","XM_022431104.1","transmembrane and TPR repeat-containing protein 3-like",849.333333333333,"GO:0003674"
"LOC111099696","XM_022431105.1","transmembrane and TPR repeat-containing protein 3-like",849.333333333333,"GO:0003674"
"LOC111099697","XM_022431107.1","proteoglycan 4-like",487,"GO:0005856;GO:0008092;GO:0032991"
"LOC111099700","XM_022431111.1","peroxisomal leader peptide-processing protease-like",547.4,"GO:0005777;GO:0008233;GO:0051604"
"LOC111099700","XM_022431112.1","peroxisomal leader peptide-processing protease-like",547.4,"GO:0005777;GO:0008233;GO:0051604"
"LOC111099700","XM_022431110.1","peroxisomal leader peptide-processing protease-like",547.4,"GO:0005777;GO:0008233;GO:0051604"
"LOC111099700","XM_022431108.1","peroxisomal leader peptide-processing protease-like",547.4,"GO:0005777;GO:0008233;GO:0051604"
"LOC111099700","XM_022431109.1","peroxisomal leader peptide-processing protease-like",547.4,"GO:0005777;GO:0008233;GO:0051604"
"LOC111099701","XM_022431114.1","solute carrier organic anion transporter family member 4C1-like",711.333333333333,"GO:0003674;GO:0005575;GO:0055085"
"LOC111099701","XM_022431120.1","solute carrier organic anion transporter family member 4C1-like",711.333333333333,"GO:0003674;GO:0005575;GO:0055085"
"LOC111099701","XM_022431127.1","solute carrier organic anion transporter family member 4C1-like",711.333333333333,"GO:0003674;GO:0005575;GO:0055085"
"LOC111099702","XM_022431113.1","probable E3 ubiquitin-protein ligase TRIM8",630,"GO:0043167"
"LOC111099705","XM_022431117.1","uncharacterized",1258,"GO:0043167"
"LOC111099707","XM_022431118.1","complement C1q-like protein 4",217,"GO:0003674"
"LOC111099708","XM_022431119.1","complement C1q-like protein 4",217,"GO:0003674"
"LOC111099713","XM_022431126.1","CAAX prenyl protease 1 homolog",460,"GO:0008233;GO:0051604"
"LOC111099715","XM_022431128.1","sucrase-isomaltase, intestinal-like",958,"GO:0005975;GO:0016798"
"LOC111099716","XM_022431129.1","maltase-glucoamylase, intestinal-like",939,"GO:0005975;GO:0016798"
"LOC111099717","XM_022431130.1","matrix metalloproteinase-24-like",572,"GO:0008233;GO:0031012;GO:0043167"
"LOC111099718","XM_022431131.1","maltase-glucoamylase, intestinal-like",956,"GO:0005975;GO:0016798"
"LOC111099721","XM_022431134.1","uncharacterized",684.285714285714,"GO:0002376;GO:0003674;GO:0006950;GO:0007165"
"LOC111099721","XM_022431138.1","uncharacterized",684.285714285714,"GO:0002376;GO:0003674;GO:0006950;GO:0007165"
"LOC111099721","XM_022431135.1","uncharacterized",684.285714285714,"GO:0002376;GO:0003674;GO:0006950;GO:0007165"
"LOC111099721","XM_022431139.1","uncharacterized",684.285714285714,"GO:0002376;GO:0003674;GO:0006950;GO:0007165"
"LOC111099721","XM_022431133.1","uncharacterized",684.285714285714,"GO:0002376;GO:0003674;GO:0006950;GO:0007165"
"LOC111099721","XM_022431132.1","uncharacterized",684.285714285714,"GO:0002376;GO:0003674;GO:0006950;GO:0007165"
"LOC111099721","XM_022431136.1","uncharacterized",684.285714285714,"GO:0002376;GO:0003674;GO:0006950;GO:0007165"
"LOC111099722","XM_022431137.1","MAM and LDL-receptor class A domain-containing protein 1-like",9071.5,"GO:0003674;GO:0005575"
